probe_index	participant_id	ses	nBack	stimStart	stimEnd	Deliberate	Detailed	Emotion	Evolving	Focus	Future	Habit	Images	Other	Past	Self	Vivid	Words
0	sub-ADIE234	baseline	1	15.739082	73.86856999999999	3	2	1	1	3	2	2	2	1	1	3	1	1
1	sub-ADIE234	baseline	1	90.268244	138.238073	3	3	2	1	4	1	2	4	1	1	1	3	3
2	sub-ADIE234	baseline	1	164.599264	212.41509000000002	3	4	3	1	4	1	2	4	1	2	2	2	2
3	sub-ADIE234	baseline	1	242.009622	295.3673	3	3	1	2	4	4	3	3	1	2	1	2	3
4	sub-ADIE234	baseline	0	342.461515	393.264603	2	3	1	1	4	3	2	4	1	2	1	1	3
5	sub-ADIE234	baseline	0	420.051872	463.055408	2	1	1	1	1	2	1	1	1	2	1	1	2
0	sub-ADIE235	3mf	0	48.930492	118.767179	2	2	3	3	3	1	4	2	1	1	1	3	1
1	sub-ADIE235	3mf	0	127.428004	179.316778	1	3	3	3	4	1	3	3	1	1	1	4	3
2	sub-ADIE235	3mf	0	215.867879	267.572505	2	4	3	4	4	1	4	3	1	2	4	3	3
3	sub-ADIE235	3mf	1	330.697916	373.726432	2	3	3	3	4	2	3	3	1	2	1	4	3
4	sub-ADIE235	3mf	1	417.34993	464.817911	2	3	3	3	4	2	3	3	1	2	1	3	3
5	sub-ADIE235	3mf	1	500.635796	538.961607	2	3	3	3	3	2	3	3	1	3	1	3	3
0	sub-ADIE235	baseline	0	29.335625	129.666239	3	1	3	2	4	1	3	3	1	2	1	3	1
1	sub-ADIE235	baseline	0	145.666387	213.00143500000001	3	4	3	2	4	3	3	4	1	2	1	3	1
2	sub-ADIE235	baseline	0	228.551846	304.110867	3	3	3	2	3	2	3	4	1	2	1	3	2
3	sub-ADIE235	baseline	0	332.287935	403.093066	3	3	3	3	3	1	3	4	1	2	1	2	2
4	sub-ADIE235	baseline	1	492.121128	552.9175299999999	2	3	3	3	4	3	3	2	1	1	1	2	4
5	sub-ADIE235	baseline	1	568.299692	617.521092	2	3	3	3	4	3	3	2	1	3	1	2	3
0	sub-ADIE238	3mf	1	12.884702	48.893091	2	2	3	2	3	2	2	1	2	1	1	2	1
1	sub-ADIE238	3mf	1	60.095371	88.559212	3	3	3	1	3	2	3	1	1	1	2	2	2
2	sub-ADIE238	3mf	1	101.609467	130.543941	3	3	3	2	3	3	2	1	2	2	1	2	2
3	sub-ADIE238	3mf	1	195.71816	225.17193200000003	3	3	3	3	4	3	4	2	1	2	2	2	1
4	sub-ADIE238	3mf	0	252.297916	277.933088	3	3	3	2	4	3	3	2	1	2	3	2	2
5	sub-ADIE238	3mf	0	324.208327	359.183154	2	4	3	2	3	4	2	3	1	3	4	2	2
0	sub-ADIE238	baseline	0	49.636901	85.030466	3	1	3	2	3	3	2	1	1	1	3	1	2
1	sub-ADIE238	baseline	0	152.580896	184.16331799999998	3	1	3	2	4	2	1	1	1	1	1	1	1
2	sub-ADIE238	baseline	1	208.886391	235.455981	3	1	3	2	4	1	1	1	1	1	1	1	1
3	sub-ADIE238	baseline	1	286.436063	313.58738500000004	3	1	3	2	4	2	2	1	1	2	2	1	1
4	sub-ADIE238	baseline	1	351.030965	367.948616	1	1	1	1	4	1	1	1	1	1	1	1	1
5	sub-ADIE238	baseline	1	380.63239	399.75892999999996	1	1	1	1	4	1	1	1	1	1	1	1	1
0	sub-ADIE240	baseline	1	68.167654	168.933009	4	3	3	4	4	3	4	4	1	1	3	4	1
1	sub-ADIE240	baseline	1	185.266061	256.839453	4	2	3	4	3	1	3	3	1	3	4	2	1
2	sub-ADIE240	baseline	1	273.528571	353.570395	2	4	2	2	2	2	2	4	2	3	4	4	1
3	sub-ADIE240	baseline	0	454.809817	515.288264	4	3	3	4	3	1	2	4	1	4	4	4	1
4	sub-ADIE240	baseline	0	536.441603	607.064715	3	2	3	2	2	2	3	2	1	1	4	1	2
5	sub-ADIE240	baseline	0	623.452935	691.001408	3	1	2	3	2	2	2	2	1	1	4	1	2
0	sub-ADIE242	3mf	0	40.037266	86.69091399999999	1	4	3	3	4	1	2	3	2	1	2	4	1
1	sub-ADIE242	3mf	0	101.680721	136.03275	1	4	3	3	4	1	1	4	1	1	2	4	1
2	sub-ADIE242	3mf	0	164.364119	235.363774	1	4	2	3	3	1	1	4	2	3	3	4	1
3	sub-ADIE242	3mf	1	294.690235	328.0733	1	4	2	3	2	1	1	4	3	3	3	4	1
4	sub-ADIE242	3mf	1	402.322464	438.86476300000004	2	4	2	3	3	3	3	4	3	3	3	4	1
5	sub-ADIE242	3mf	1	455.048928	534.428007	1	4	3	2	3	2	2	4	3	2	2	4	1
0	sub-ADIE242	baseline	1	13.63738	60.504052	2	2	3	3	3	1	2	3	1	1	1	3	1
1	sub-ADIE242	baseline	1	103.909577	149.393303	2	3	3	3	4	1	2	4	1	1	1	4	2
2	sub-ADIE242	baseline	1	183.628644	235.481548	2	3	3	2	4	1	1	4	1	1	1	4	1
3	sub-ADIE242	baseline	0	289.613379	321.535799	1	4	3	3	4	1	1	4	1	1	1	4	1
4	sub-ADIE242	baseline	0	356.643966	386.93915599999997	2	3	3	3	4	1	1	4	1	1	1	4	1
5	sub-ADIE242	baseline	0	425.974985	460.13352299999997	2	3	3	3	4	1	1	4	1	1	1	4	1
0	sub-ADIE245	baseline	0	86.208647	156.661484	2	3	2	2	4	1	1	3	1	1	2	1	3
1	sub-ADIE245	baseline	0	172.459855	220.152719	2	3	2	1	4	1	1	3	1	1	1	1	1
2	sub-ADIE245	baseline	1	251.43304	301.984803	1	3	2	1	4	1	1	4	1	1	1	1	1
3	sub-ADIE245	baseline	1	314.591212	357.562888	2	4	2	1	4	1	1	4	1	1	1	1	1
4	sub-ADIE245	baseline	1	445.252928	485.98668999999995	2	4	2	1	4	1	1	3	1	1	1	1	1
5	sub-ADIE245	baseline	1	501.861768	541.7487940000001	2	4	2	1	4	1	2	1	1	1	1	1	1
0	sub-ADIE247	3mf	0	8.331719	67.828356	4	4	3	2	4	3	3	3	1	3	3	4	4
1	sub-ADIE247	3mf	0	95.737921	139.203259	4	4	4	3	4	4	4	3	1	3	4	4	3
2	sub-ADIE247	3mf	0	199.059577	231.331152	4	3	3	3	4	3	4	3	1	2	4	3	2
3	sub-ADIE247	3mf	1	310.937441	341.354365	4	4	3	3	4	4	4	3	1	3	3	4	3
4	sub-ADIE247	3mf	1	357.38839	385.874578	4	4	3	3	4	3	4	3	1	3	3	4	3
5	sub-ADIE247	3mf	1	398.424268	430.77784499999996	4	4	3	3	4	3	4	3	1	3	4	4	3
0	sub-ADIE247	baseline	0	9.320018	76.23944200000001	4	4	3	4	4	1	1	4	1	1	3	4	4
1	sub-ADIE247	baseline	0	104.866162	179.34115400000002	2	2	3	4	3	1	4	3	1	1	4	2	3
2	sub-ADIE247	baseline	0	195.991217	245.963026	4	4	3	4	4	1	4	1	1	4	4	4	3
3	sub-ADIE247	baseline	1	331.387603	376.65433399999995	4	4	3	4	4	3	4	1	1	3	4	4	4
4	sub-ADIE247	baseline	1	403.331186	447.01246899999995	4	4	3	4	4	4	4	2	1	3	4	4	3
5	sub-ADIE247	baseline	1	513.855604	561.090328	4	4	3	4	4	3	4	3	1	3	4	4	3
0	sub-ADIE251	3mf	0	8.535926	47.365352	3	1	3	1	4	1	1	4	1	1	1	1	1
1	sub-ADIE251	3mf	0	118.549069	150.53476899999998	4	1	3	1	3	1	1	4	2	1	2	1	1
2	sub-ADIE251	3mf	1	194.040794	223.98017399999998	4	2	3	1	4	1	1	4	1	1	1	1	4
3	sub-ADIE251	3mf	1	260.497548	291.86875000000003	4	1	3	1	4	1	1	1	1	1	1	1	4
4	sub-ADIE251	3mf	1	348.021887	377.923561	4	1	2	1	4	2	1	2	1	1	1	1	4
5	sub-ADIE251	3mf	1	393.30586	422.86035300000003	4	1	3	1	4	1	1	2	1	1	1	1	4
0	sub-ADIE252	baseline	0	48.412751	187.742942	4	1	4	1	4	1	1	1	1	1	1	1	4
1	sub-ADIE252	baseline	0	200.961046	242.339377	4	1	4	1	4	1	1	1	1	1	1	1	4
2	sub-ADIE252	baseline	1	355.388018	408.009133	4	1	4	3	3	1	1	1	1	1	2	1	4
3	sub-ADIE252	baseline	1	437.006293	470.395052	4	1	4	3	3	1	1	1	1	1	1	1	4
4	sub-ADIE252	baseline	1	479.411781	520.019188	4	1	4	3	4	1	1	1	1	1	1	1	4
5	sub-ADIE252	baseline	1	547.612558	582.087599	4	4	4	1	4	1	1	1	1	1	1	1	4
0	sub-ADIE255	3mf	0	42.581921	97.957564	1	4	4	2	4	1	3	4	1	1	1	3	1
1	sub-ADIE255	3mf	0	130.404968	173.470154	1	4	4	2	4	1	2	3	1	1	2	1	2
2	sub-ADIE255	3mf	0	181.980058	222.409783	1	4	4	2	4	1	2	3	1	1	1	1	2
3	sub-ADIE255	3mf	1	311.822911	352.634152	1	4	4	1	4	1	3	2	1	3	1	1	3
4	sub-ADIE255	3mf	1	399.57816	438.054548	1	4	4	2	4	1	2	2	1	1	1	1	3
5	sub-ADIE255	3mf	1	454.09328	496.602173	1	4	4	2	4	1	2	2	1	3	1	1	3
0	sub-ADIE255	baseline	1	26.420633	109.067217	1	4	4	4	4	4	4	4	1	2	2	3	2
1	sub-ADIE255	baseline	1	164.583687	232.50183	4	4	4	3	4	1	4	4	1	1	1	3	4
2	sub-ADIE255	baseline	0	290.872649	353.034536	1	4	4	3	4	1	4	4	1	1	1	1	4
3	sub-ADIE255	baseline	0	388.186551	444.24253999999996	1	4	4	3	4	1	3	4	1	1	1	1	4
4	sub-ADIE255	baseline	0	460.699021	507.795455	1	4	4	3	4	1	3	4	1	1	1	1	4
5	sub-ADIE255	baseline	0	523.778678	572.131757	1	4	4	3	4	1	3	4	1	1	1	1	4
0	sub-ADIE256	3mf	0	27.075972	80.06775599999999	2	1	2	2	2	1	3	1	1	1	3	1	1
1	sub-ADIE256	3mf	0	108.210405	132.09396700000002	1	1	1	1	2	1	1	1	1	1	1	1	1
2	sub-ADIE256	3mf	0	167.096213	214.261857	1	1	2	2	2	1	1	1	3	1	2	1	1
3	sub-ADIE256	3mf	1	309.818475	351.86017499999997	1	2	2	2	2	1	2	1	1	1	2	1	2
4	sub-ADIE256	3mf	1	367.460299	391.141636	1	1	1	1	1	1	1	1	1	1	1	1	1
5	sub-ADIE256	3mf	1	399.952108	416.696042	1	1	1	1	1	1	1	1	1	1	1	1	1
0	sub-ADIE256	baseline	1	12.785433	79.53621	1	1	2	2	3	1	2	1	1	1	1	1	1
1	sub-ADIE256	baseline	1	95.269181	146.792093	1	1	2	1	2	1	1	2	1	1	1	1	3
2	sub-ADIE256	baseline	1	222.694062	271.595278	1	1	2	2	1	1	2	2	1	1	1	1	2
3	sub-ADIE256	baseline	0	299.673774	351.362347	1	1	2	2	3	1	2	2	1	1	1	1	3
4	sub-ADIE256	baseline	0	375.820892	436.43326399999995	1	1	2	1	3	1	1	2	1	1	1	1	2
5	sub-ADIE256	baseline	0	448.583403	464.323131	1	1	2	1	1	1	1	1	1	1	1	1	1
0	sub-ADIE262	baseline	1	16.059006	89.834021	3	4	2	4	3	3	2	4	1	1	3	4	1
1	sub-ADIE262	baseline	1	105.873938	171.451722	3	4	2	3	4	3	2	4	1	2	3	2	1
2	sub-ADIE262	baseline	1	183.51884	249.281908	3	4	2	3	3	3	2	4	1	2	2	2	1
3	sub-ADIE262	baseline	0	377.541928	420.389574	4	4	3	3	4	2	2	4	1	1	1	3	1
4	sub-ADIE262	baseline	0	449.506269	488.06269599999996	3	4	3	3	4	3	2	4	1	2	1	1	1
5	sub-ADIE262	baseline	0	516.239	550.564231	3	4	3	3	4	2	2	4	1	2	1	2	1
0	sub-ADIE264	baseline	0	17.071681	105.56234500000001	2	1	3	2	1	1	1	1	4	1	1	1	3
1	sub-ADIE264	baseline	0	159.496091	222.631629	2	2	1	1	4	1	1	1	1	1	1	1	4
2	sub-ADIE264	baseline	0	231.118984	273.300055	2	1	2	1	1	1	1	1	1	1	1	1	4
3	sub-ADIE264	baseline	1	316.267823	372.253016	1	4	3	1	2	1	4	1	1	1	1	2	4
4	sub-ADIE264	baseline	1	393.856161	442.288569	3	1	3	1	4	1	1	1	1	1	1	1	1
5	sub-ADIE264	baseline	1	454.69749	506.020377	2	2	1	1	2	1	1	1	1	1	1	1	4
0	sub-ADIE272	baseline	1	16.719704	62.943947	1	1	2	2	2	3	3	3	3	2	3	3	2
1	sub-ADIE272	baseline	1	75.35714	105.17779900000001	4	2	1	1	4	1	1	1	1	1	1	1	1
2	sub-ADIE272	baseline	1	188.715008	219.655741	1	3	2	3	2	2	3	3	3	3	3	3	3
3	sub-ADIE272	baseline	0	269.802518	298.162768	4	1	4	1	4	1	1	4	1	1	1	1	1
4	sub-ADIE272	baseline	0	319.301327	346.94130199999995	1	4	1	4	2	4	4	4	4	4	4	4	2
5	sub-ADIE272	baseline	0	406.394061	435.088163	1	2	1	4	1	4	4	4	4	4	4	4	3
0	sub-ADIE275	baseline	1	8.23173	81.65599900000001	3	4	2	3	3	3	1	1	1	1	1	1	4
1	sub-ADIE275	baseline	1	128.798495	183.48950599999998	4	1	2	1	4	1	1	3	1	1	1	1	1
2	sub-ADIE275	baseline	1	223.159869	268.160199	4	1	2	1	4	2	1	3	1	1	1	1	1
3	sub-ADIE275	baseline	0	287.762597	347.45906399999996	3	3	1	1	3	2	2	3	2	1	3	2	1
4	sub-ADIE275	baseline	0	360.182254	420.052597	1	2	3	3	3	3	4	4	1	3	3	3	1
5	sub-ADIE275	baseline	0	491.433659	535.7150889999999	2	3	2	3	2	4	3	3	3	1	3	3	1
0	sub-ADIE276	baseline	0	45.497976	179.571131	3	2	1	1	3	1	2	4	1	3	3	2	3
1	sub-ADIE276	baseline	0	228.499482	328.959845	2	2	2	3	2	2	3	2	1	2	3	2	3
2	sub-ADIE276	baseline	0	337.57028	425.656516	2	1	2	1	4	2	2	2	3	1	3	1	1
3	sub-ADIE276	baseline	1	451.050247	552.911103	2	2	1	1	4	2	3	1	2	1	1	2	2
4	sub-ADIE276	baseline	1	636.266706	756.578539	2	2	3	3	3	2	2	2	2	3	3	3	2
5	sub-ADIE276	baseline	1	769.478839	858.762773	2	2	1	2	3	1	2	1	3	2	2	2	1
0	sub-ADIE277	baseline	1	16.860256	132.085652	4	3	3	3	4	1	3	3	1	1	4	2	2
1	sub-ADIE277	baseline	1	141.117276	223.928807	1	1	3	1	4	2	1	4	1	1	4	2	1
2	sub-ADIE277	baseline	1	293.657983	367.731564	4	4	3	2	4	3	2	3	1	2	3	2	1
3	sub-ADIE277	baseline	0	454.841274	541.141231	3	2	3	2	4	2	2	2	1	1	3	2	1
4	sub-ADIE277	baseline	0	565.616192	625.810752	1	2	3	2	4	1	3	2	1	1	3	2	1
5	sub-ADIE277	baseline	0	657.174372	738.8543880000001	1	1	3	1	3	2	2	2	1	2	3	2	1
0	sub-ADIE286	baseline	0	35.444336	94.52240400000001	1	2	2	2	2	3	3	2	1	2	4	2	2
1	sub-ADIE286	baseline	0	106.068615	142.41083999999998	1	1	2	2	2	1	3	2	1	1	2	2	2
2	sub-ADIE286	baseline	0	195.257185	233.16904499999998	1	2	2	2	2	1	1	2	1	1	4	3	3
3	sub-ADIE286	baseline	0	245.368271	279.407068	1	1	2	1	2	1	1	1	1	1	3	2	2
4	sub-ADIE286	baseline	1	354.930259	397.10310300000003	1	3	2	2	3	3	3	2	1	1	3	4	2
5	sub-ADIE286	baseline	1	425.263494	463.808556	1	2	2	1	3	1	2	2	1	2	3	3	2
0	sub-ADIE287	3mf	0	33.422091	95.049782	1	1	1	1	4	1	1	1	1	1	1	1	1
1	sub-ADIE287	3mf	0	140.091316	175.19990199999998	1	1	1	1	4	1	1	2	1	1	1	1	1
2	sub-ADIE287	3mf	0	188.351632	220.987724	1	1	4	1	1	1	1	1	1	1	2	1	1
3	sub-ADIE287	3mf	1	298.239884	353.58020600000003	1	4	4	1	4	1	1	4	1	1	1	1	4
4	sub-ADIE287	3mf	1	384.695089	430.127543	1	4	4	1	4	1	1	4	1	1	1	4	1
5	sub-ADIE287	3mf	1	479.791267	520.1186600000001	1	4	4	1	4	1	1	4	1	1	1	4	1
0	sub-ADIE287	baseline	0	66.435511	134.537465	1	1	2	1	3	1	1	1	1	1	1	1	1
1	sub-ADIE287	baseline	0	143.654243	208.865498	1	2	2	2	4	1	1	1	1	1	1	4	1
2	sub-ADIE287	baseline	0	238.459598	291.93422200000003	1	1	2	1	2	1	1	2	1	1	2	1	1
3	sub-ADIE287	baseline	1	375.424777	433.918681	1	3	2	1	1	1	1	4	1	1	1	1	1
4	sub-ADIE287	baseline	1	449.951449	505.610805	1	4	2	4	4	1	1	4	1	1	1	1	1
5	sub-ADIE287	baseline	1	550.585686	614.084488	1	2	3	1	3	2	2	3	3	1	2	2	1
0	sub-ADIE294	baseline	1	8.346655	77.952461	2	1	2	2	3	2	2	4	3	1	4	2	1
1	sub-ADIE294	baseline	1	91.06887	144.256451	4	4	4	2	4	3	3	3	1	3	4	4	1
2	sub-ADIE294	baseline	1	222.624724	279.468549	3	3	2	2	4	3	4	3	1	2	4	4	1
3	sub-ADIE294	baseline	0	310.336774	366.107283	3	4	2	3	4	3	3	3	1	2	4	4	3
4	sub-ADIE294	baseline	0	449.31471	492.16144499999996	4	4	2	2	4	2	4	3	1	2	4	4	3
5	sub-ADIE294	baseline	0	500.92822	544.505003	1	2	1	2	1	3	4	1	1	3	4	1	2
0	sub-ADIE296	baseline	1	11.840166	79.75916600000001	4	3	3	3	4	1	2	4	1	1	1	3	2
1	sub-ADIE296	baseline	1	130.257628	201.076347	4	3	3	4	4	1	1	3	1	2	1	3	3
2	sub-ADIE296	baseline	1	213.925857	261.142888	4	2	3	4	3	2	3	3	1	2	1	2	3
3	sub-ADIE296	baseline	0	363.832344	418.20655200000004	2	2	2	2	3	3	2	2	2	3	2	2	2
4	sub-ADIE296	baseline	0	430.354593	473.63597300000004	3	3	3	3	4	2	2	3	1	2	1	3	3
5	sub-ADIE296	baseline	0	529.971752	569.5490940000001	4	3	4	3	4	3	3	3	1	3	1	4	3
0	sub-ADIE299	baseline	0	63.09848	110.250715	3	2	3	3	3	2	2	2	2	1	1	2	3
1	sub-ADIE299	baseline	0	134.510805	168.749023	3	3	4	2	2	2	4	1	1	2	2	2	4
2	sub-ADIE299	baseline	0	180.499425	217.121792	3	2	3	3	3	2	2	3	2	2	2	2	4
3	sub-ADIE299	baseline	1	247.533261	284.87843100000003	3	3	3	4	3	4	3	3	3	2	1	3	3
4	sub-ADIE299	baseline	1	329.667799	361.02405	3	3	3	3	2	2	2	1	2	3	3	3	4
5	sub-ADIE299	baseline	1	425.429783	450.013904	4	3	3	3	3	2	3	1	1	2	4	3	4
0	sub-ADIE306	baseline	0	15.144088	66.532607	4	2	3	3	4	1	1	3	1	1	2	2	4
1	sub-ADIE306	baseline	0	88.020285	129.184846	3	2	3	1	4	1	3	1	1	1	1	1	4
2	sub-ADIE306	baseline	1	242.306793	276.756918	4	3	3	2	3	1	2	3	1	2	3	2	3
3	sub-ADIE306	baseline	1	288.557227	320.726615	4	2	4	1	4	1	2	2	1	1	1	2	4
4	sub-ADIE306	baseline	1	333.02591	357.223458	4	2	3	1	4	1	2	3	1	1	1	2	3
5	sub-ADIE306	baseline	1	409.92056	434.771073	4	2	3	1	4	1	2	3	1	1	1	2	3
0	sub-ADIE315	baseline	0	16.171255	96.901848	2	4	3	1	1	2	4	4	2	3	3	4	2
1	sub-ADIE315	baseline	0	124.812577	171.09704	1	4	2	1	3	2	4	4	2	3	3	4	2
2	sub-ADIE315	baseline	0	187.446957	220.07008	2	2	2	2	1	2	4	4	2	2	1	4	2
3	sub-ADIE315	baseline	0	235.453568	277.15078	3	3	3	2	2	2	4	4	1	3	3	4	2
4	sub-ADIE315	baseline	1	337.389925	369.62787099999997	3	3	3	2	3	3	4	4	3	3	3	4	2
5	sub-ADIE315	baseline	1	478.288926	518.9689709999999	4	3	3	2	3	3	4	4	2	3	3	4	2
0	sub-ADIE327	3mf	0	15.323759	145.795713	1	2	2	2	4	2	2	1	2	3	3	2	2
1	sub-ADIE327	3mf	0	194.924721	244.394792	2	1	1	2	1	1	3	1	1	1	1	1	2
2	sub-ADIE327	3mf	1	339.026375	376.73732800000005	1	1	1	2	1	2	2	1	1	2	3	1	1
3	sub-ADIE327	3mf	1	398.358949	467.413433	2	1	2	1	1	1	2	1	1	1	2	1	2
4	sub-ADIE327	3mf	1	496.341428	534.385876	2	2	1	3	1	1	2	1	1	2	2	2	2
5	sub-ADIE327	3mf	1	562.502471	590.082176	1	2	1	2	1	2	2	1	1	2	4	4	2
0	sub-ADIE327	baseline	1	59.455549	127.206878	3	3	3	2	3	1	2	2	1	1	2	1	3
1	sub-ADIE327	baseline	1	155.851595	201.868941	3	4	3	2	4	2	2	2	1	1	2	2	4
2	sub-ADIE327	baseline	1	218.002855	267.791129	3	3	3	2	3	1	2	3	2	1	2	1	3
3	sub-ADIE327	baseline	0	327.788675	375.881195	2	2	2	1	2	1	2	2	2	1	2	1	2
4	sub-ADIE327	baseline	0	384.491628	441.769533	2	2	3	2	3	3	2	3	2	1	2	1	2
5	sub-ADIE327	baseline	0	453.669195	493.695503	3	3	2	2	3	3	3	2	1	3	3	2	3
0	sub-ADIE332	3mf	0	31.122935	105.180616	4	2	2	2	3	1	3	2	1	1	3	2	2
1	sub-ADIE332	3mf	0	121.814676	180.593539	1	2	2	2	3	3	4	2	1	1	2	2	4
2	sub-ADIE332	3mf	0	209.421303	261.209647	3	2	2	1	3	1	4	2	1	1	2	2	2
3	sub-ADIE332	3mf	0	282.863862	336.271479	3	2	2	1	3	1	4	2	1	1	2	2	2
4	sub-ADIE332	3mf	1	441.694894	503.50956199999996	4	4	1	3	1	4	4	4	4	3	4	4	3
5	sub-ADIE332	3mf	1	529.708996	579.37159	1	1	1	2	2	4	3	3	3	1	3	1	1
0	sub-ADIE332	baseline	1	87.178963	227.956678	4	3	2	3	4	1	2	3	1	3	4	3	2
1	sub-ADIE332	baseline	1	243.847131	444.285094	4	3	2	4	4	1	2	3	1	3	4	3	3
2	sub-ADIE332	baseline	0	484.721347	578.879173	4	4	3	4	4	1	3	3	1	4	4	3	3
3	sub-ADIE332	baseline	0	587.506344	666.050872	4	4	4	4	4	1	3	3	1	4	4	3	3
4	sub-ADIE332	baseline	0	689.105917	778.4100020000001	4	4	2	4	4	1	3	4	1	3	4	3	3
5	sub-ADIE332	baseline	0	826.269082	902.578787	4	4	3	4	3	1	3	4	1	3	4	3	3
0	sub-ADIE333	3mf	0	66.713088	115.384435	4	4	3	3	3	1	1	1	1	1	2	1	4
1	sub-ADIE333	3mf	0	136.390235	174.499715	4	4	3	3	3	1	1	1	2	1	1	1	4
2	sub-ADIE333	3mf	0	187.399763	225.30792399999999	2	3	2	2	2	1	3	1	1	1	1	1	4
3	sub-ADIE333	3mf	1	304.227145	339.635573	3	3	3	3	3	1	2	1	1	1	1	1	4
4	sub-ADIE333	3mf	1	368.812661	397.683449	4	4	4	4	4	1	1	1	1	1	1	1	4
5	sub-ADIE333	3mf	1	430.146105	464.672002	2	3	2	3	2	1	2	1	2	2	2	1	3
0	sub-ADIE339	3mf	0	141.463637	186.195653	1	1	2	2	3	1	1	1	1	2	2	1	1
1	sub-ADIE339	3mf	0	202.745257	234.15178600000002	1	1	2	1	3	1	1	1	1	1	1	1	1
2	sub-ADIE339	3mf	0	266.253941	295.719047	1	1	2	1	3	1	1	1	1	1	1	1	1
3	sub-ADIE339	3mf	0	304.880163	341.70711	2	1	1	1	3	1	1	1	1	1	2	1	1
4	sub-ADIE339	3mf	0	356.94038	393.383035	1	2	1	2	2	1	2	1	1	1	2	1	2
5	sub-ADIE339	3mf	0	405.798973	443.424301	1	2	1	1	2	1	1	1	1	1	2	1	2
0	sub-ADIE003	baseline	0	152.054907	189.460278	4	4	4	3	4	3	3	4	2	4	3	4	4
1	sub-ADIE003	baseline	0	201.900474	240.35909099999998	4	4	4	3	4	3	4	4	1	1	4	3	4
2	sub-ADIE003	baseline	0	252.585103	293.406659	3	4	4	3	4	4	1	4	2	1	3	2	4
3	sub-ADIE003	baseline	0	302.52374	355.481876	4	4	4	3	4	4	3	4	2	2	3	2	4
4	sub-ADIE003	baseline	0	381.294569	416.60551399999997	3	4	4	3	4	4	3	4	3	1	4	3	1
5	sub-ADIE003	baseline	0	433.830072	488.641771	3	4	4	3	4	4	1	4	3	1	4	3	1
0	sub-ADIE006	3mf	0	29.424938	93.98539899999999	2	4	3	4	4	2	1	4	3	1	3	4	1
1	sub-ADIE006	3mf	0	111.373189	144.116812	2	4	2	4	4	2	1	4	3	1	3	4	1
2	sub-ADIE006	3mf	0	153.361929	197.371226	2	3	2	4	4	2	2	4	2	1	3	4	1
3	sub-ADIE006	3mf	0	241.853033	278.457637	2	4	2	3	2	2	2	4	3	1	3	3	1
4	sub-ADIE006	3mf	1	326.784765	363.196915	2	3	2	3	4	1	2	4	3	2	3	3	1
5	sub-ADIE006	3mf	1	392.218172	418.925379	2	3	2	3	2	1	1	4	3	1	3	3	1
0	sub-ADIE006	baseline	1	9.438213	70.04208600000001	4	4	4	2	4	1	1	1	1	1	2	4	2
1	sub-ADIE006	baseline	1	79.41244	130.069965	4	4	2	3	4	1	1	4	1	1	4	4	4
2	sub-ADIE006	baseline	1	184.305416	235.053663	4	4	1	4	4	1	1	4	1	1	1	4	1
3	sub-ADIE006	baseline	0	365.035876	399.430901	4	4	4	4	4	1	1	4	1	1	4	4	1
4	sub-ADIE006	baseline	0	414.925843	449.78944	4	4	4	4	4	1	2	4	1	1	4	4	1
5	sub-ADIE006	baseline	0	462.643324	498.292042	4	4	4	4	4	1	1	4	1	1	4	4	1
0	sub-ADIE007	baseline	0	12.39788	127.53404499999999	4	1	3	3	3	1	2	3	1	1	2	4	1
1	sub-ADIE007	baseline	0	136.792802	195.355253	4	3	3	2	4	1	2	4	1	2	2	4	1
2	sub-ADIE007	baseline	0	218.799163	250.375876	4	4	4	4	4	1	1	4	1	1	2	4	1
3	sub-ADIE007	baseline	0	259.242062	306.96025099999997	4	4	2	2	4	2	3	4	1	3	2	4	2
4	sub-ADIE007	baseline	0	335.645612	409.466705	4	4	1	4	4	4	4	4	1	4	4	4	4
5	sub-ADIE007	baseline	1	534.62373	575.8630459999999	4	4	4	4	4	2	2	3	1	1	2	4	2
0	sub-ADIE008	3mf	1	29.027496	62.308607	3	3	3	3	4	3	2	2	1	1	3	2	3
1	sub-ADIE008	3mf	1	104.297652	131.425723	3	3	3	3	4	3	2	2	1	1	3	2	4
2	sub-ADIE008	3mf	1	139.487406	167.495917	3	3	2	3	4	3	2	1	1	1	3	2	4
3	sub-ADIE008	3mf	1	182.512262	208.033778	3	3	3	3	4	3	2	1	1	1	3	2	4
4	sub-ADIE008	3mf	0	313.357162	347.879245	2	3	3	3	2	3	2	1	2	3	3	2	3
5	sub-ADIE008	3mf	0	383.00863	408.06412200000005	2	3	2	3	3	3	2	1	3	2	3	1	3
0	sub-ADIE008	baseline	0	31.226254	69.923608	1	3	2	4	4	2	2	3	1	4	4	2	4
1	sub-ADIE008	baseline	0	78.698297	113.854615	2	3	3	3	4	4	2	2	2	2	4	2	4
2	sub-ADIE008	baseline	1	188.185648	219.823642	2	3	3	3	4	3	2	2	3	1	3	2	4
3	sub-ADIE008	baseline	1	272.395966	303.15278	2	3	3	2	4	3	2	2	1	2	4	2	4
4	sub-ADIE008	baseline	1	338.349527	368.896098	2	3	3	2	4	4	2	2	3	2	4	2	4
5	sub-ADIE008	baseline	1	404.602028	431.701068	2	3	3	2	4	3	3	2	3	1	4	2	4
